PASS	python-runtime	3.12.3
MODE	explicit GBS build
PASS	gbs-spec-static	name/version/BuildRequires/%files
PASS	gbs-spec-syntax	rpmspec -P
PASS	gbs-build-lock	acquired /tmp/glibc-memopt-gbs-build.lock pid=2533297
PASS	gbs-execution-provenance	HEAD=de89a10bb187d0a1576aaf24a45b9586c55ba3c1 dirty=false
INFO	gbs-buildroot	/tmp/glibc-memopt-gbs-2533297-7mkw722o/buildroot
INFO	gbs-command	/usr/bin/gbs -c /tmp/glibc-memopt-gbs-2533297-7mkw722o/gbs.conf build -A armv7l --overwrite -c 20ab8c80d7b357254542dd841212ed8d7e7085c8
REPORT_ONLY	gbs-rpm-wrapper-sha	recorded=efad4a0d202785f8c201977fd8aef35752af1bddde163f1063151621e0ac4e0e observed=725ff8b9d0bcf75a39f80152503fe5145341a595930884ffbcefe5428da2a176; GBS/RPM archive metadata is not a reproducibility gate
PASS	gbs-elf	alloc_bench.armv7l sha256=88667139f69aac0e2b729a5ea62d7d6d14ba400dd9eb609fc25dfc5824efcffa
PASS	gbs-elf	gst_loop_decode.armv7l sha256=7549f309fd26da2d2aff3e36772fecdceb9394931b0f74d597788dc645fcc034
PASS	gbs-elf	reclaim_probe.armv7l sha256=e71d4aa59dffe9027ec58c2cef88a899facdbf295df82a882a58e611daef4d31
PASS	gbs-output	<HOST_REPO>/board_results/demo_v9_delivery_20260907/gbs_bundle
REPORT_ONLY	gbs-buildroot-residue	/tmp/glibc-memopt-gbs-2533297-7mkw722o; [Errno 13] Permission denied: 'lock'
PASS	gbs-build	glibc-memopt-tools-1.0.0-1.armv7l sha256=725ff8b9d0bcf75a39f80152503fe5145341a595930884ffbcefe5428da2a176
INFO	gbs-elapsed-seconds	348.046237
OVERALL	PASS
